test
test 2
test 3
model: 0, 2, 16 begin
Epoch 19: train loss 4.031325817108154, test loss 3.383549690246582, adv 0.0049475254730714235, acc 0.20251091703056767
model: 100, False, 32 begin
Epoch 0: train loss 2.651841878890991, test loss 3.0671274662017822, adv 0.0007602620087336365, acc 0.27429039301310043
Epoch 1: train loss 2.465505838394165, test loss 2.6842267513275146, adv 0.0036013828238719015, acc 0.32628275109170307
Epoch 2: train loss 2.52927303314209, test loss 2.5948143005371094, adv 0.013118122270742383, acc 0.32027838427947597
Epoch 3: train loss 2.7777163982391357, test loss 2.786078691482544, adv 0.015180058224163129, acc 0.3097707423580786
Epoch 4: train loss 2.4126737117767334, test loss 2.6010961532592773, adv 0.008338282387190699, acc 0.32914847161572053
Epoch 5: train loss 2.549703598022461, test loss 2.480841875076294, adv 0.013739374090247503, acc 0.35957969432314413
Epoch 6: train loss 2.701306104660034, test loss 2.4084155559539795, adv 0.012418704512372702, acc 0.37022379912663755
Epoch 7: train loss 2.5216660499572754, test loss 2.351620674133301, adv 0.013411062590975242, acc 0.3962882096069869
Epoch 8: train loss 2.2834489345550537, test loss 2.336108446121216, adv 0.016659461426491995, acc 0.4017467248908297
Epoch 9: train loss 2.078967571258545, test loss 2.2170639038085938, adv 0.009276346433769955, acc 0.42999454148471616
Epoch 10: train loss 1.702742099761963, test loss 2.1427788734436035, adv 0.01206754002911209, acc 0.44132096069869
Epoch 11: train loss 2.068728446960449, test loss 2.3242342472076416, adv 0.018477874818049522, acc 0.4025655021834061
Epoch 12: train loss 1.8836009502410889, test loss 2.1688413619995117, adv 0.015341193595342029, acc 0.42958515283842796
Epoch 13: train loss 2.0850749015808105, test loss 2.192788600921631, adv 0.010104949053857393, acc 0.4248089519650655
Epoch 14: train loss 1.793502688407898, test loss 2.1297032833099365, adv 0.013389737991266415, acc 0.4497816593886463
Epoch 15: train loss 2.060206413269043, test loss 2.108480215072632, adv 0.01977962154294033, acc 0.45947052401746724
Epoch 16: train loss 2.102964162826538, test loss 2.203265905380249, adv 0.01977911208151384, acc 0.44459606986899564
Epoch 17: train loss 2.3511784076690674, test loss 2.067009210586548, adv 0.028776491994177533, acc 0.4646561135371179
Epoch 18: train loss 1.6961392164230347, test loss 2.0086026191711426, adv 0.015214556040756944, acc 0.48034934497816595
Epoch 19: train loss 1.7923729419708252, test loss 2.029304027557373, adv 0.015272052401746783, acc 0.4791211790393013
model: 100, 2, 32 begin
Epoch 0: train loss 3.4050636291503906, test loss 3.3520190715789795, adv -0.004857569141193618, acc 0.23881004366812228
Epoch 1: train loss 3.1824121475219727, test loss 3.467869758605957, adv -0.004268413391557535, acc 0.22802947598253276
Epoch 2: train loss 3.3793842792510986, test loss 3.5491156578063965, adv -0.008209825327510911, acc 0.2242085152838428
Epoch 3: train loss 3.2344789505004883, test loss 3.5491156578063965, adv -0.0045933770014555675, acc 0.2242085152838428
Epoch 4: train loss 4.278045177459717, test loss 3.5491156578063965, adv -0.01066586608442499, acc 0.2242085152838428
Epoch 5: train loss 3.554168939590454, test loss 3.5491156578063965, adv -0.007371033478893674, acc 0.2242085152838428
Epoch 6: train loss 4.293022155761719, test loss 3.6298460960388184, adv -0.011580131004366834, acc 0.21451965065502182
Epoch 7: train loss 3.8586950302124023, test loss 3.6298460960388184, adv -0.008933478893740965, acc 0.21451965065502182
Epoch 8: train loss 3.3333635330200195, test loss 3.7218735218048096, adv -0.006041120815138246, acc 0.2078329694323144
Epoch 9: train loss 3.843533515930176, test loss 3.7218735218048096, adv -0.008488209606986818, acc 0.2078329694323144
Epoch 10: train loss 3.161125421524048, test loss 3.7218735218048096, adv -0.0049485443959242925, acc 0.2078329694323144
Epoch 11: train loss 3.5581178665161133, test loss 3.7218735218048096, adv -0.010729767103347942, acc 0.2078329694323144
Epoch 12: train loss 3.746721029281616, test loss 3.7218735218048096, adv -0.010450363901018944, acc 0.2078329694323144
Epoch 13: train loss 3.954413890838623, test loss 3.8207340240478516, adv -0.00969970887918481, acc 0.19909934497816595
Epoch 14: train loss 3.788444995880127, test loss 3.8207340240478516, adv -0.010291775836972383, acc 0.19909934497816595
Epoch 15: train loss 4.208346843719482, test loss 3.8207340240478516, adv -0.011514264919941786, acc 0.19909934497816595
Epoch 16: train loss 3.5043208599090576, test loss 3.8207340240478516, adv -0.009767612809315873, acc 0.19909934497816595
Epoch 17: train loss 3.7921700477600098, test loss 3.8207340240478516, adv -0.010151164483260477, acc 0.19909934497816595
Epoch 18: train loss 4.036609649658203, test loss 3.8207340240478516, adv -0.010417758369723473, acc 0.19909934497816595
Epoch 19: train loss 3.3845272064208984, test loss 3.8207340240478516, adv -0.00758369723435226, acc 0.19909934497816595
model: 100, 5, 32 begin
Epoch 0: train loss 2.542104482650757, test loss 2.795513868331909, adv 0.0013380640465793237, acc 0.30049126637554585
Epoch 1: train loss 3.3292641639709473, test loss 3.4189870357513428, adv 0.008846433770014595, acc 0.2418122270742358
Epoch 2: train loss 2.6442596912384033, test loss 3.0349791049957275, adv 0.005714847161572056, acc 0.27292576419213976
Epoch 3: train loss 2.948378324508667, test loss 2.9695210456848145, adv 0.008379475982532747, acc 0.27647379912663755
Epoch 4: train loss 3.612592935562134, test loss 2.9588780403137207, adv 0.012370887918486173, acc 0.27374454148471616
Epoch 5: train loss 3.0711493492126465, test loss 2.9983575344085693, adv 0.006863391557496379, acc 0.2618722707423581
Epoch 6: train loss 2.3789801597595215, test loss 2.882434844970703, adv 0.016535225618631744, acc 0.292985807860262
Epoch 7: train loss 2.3990206718444824, test loss 2.8896725177764893, adv 0.009936972343522532, acc 0.28602620087336245
Epoch 8: train loss 2.7797939777374268, test loss 3.07141375541687, adv 0.013140029112081564, acc 0.2686954148471616
Epoch 9: train loss 2.5906310081481934, test loss 3.241753578186035, adv 0.012453056768558957, acc 0.2585971615720524
Epoch 10: train loss 3.4495017528533936, test loss 3.241753578186035, adv 0.023401018922852956, acc 0.2585971615720524
Epoch 11: train loss 4.015071392059326, test loss 3.241753578186035, adv 0.029287336244541495, acc 0.2585971615720524
Epoch 12: train loss 3.2324604988098145, test loss 3.3576884269714355, adv 0.014775545851528404, acc 0.2540938864628821
Epoch 13: train loss 3.434605360031128, test loss 3.5418169498443604, adv 0.016021179039301336, acc 0.24563318777292575
Epoch 14: train loss 2.8965349197387695, test loss 3.5418169498443604, adv 0.012086098981077154, acc 0.24563318777292575
Epoch 15: train loss 3.4193854331970215, test loss 3.5418169498443604, adv 0.015581659388646252, acc 0.24563318777292575
Epoch 16: train loss 1.9443172216415405, test loss 3.5418169498443604, adv 0.007968558951965077, acc 0.24563318777292575
Epoch 17: train loss 3.1336984634399414, test loss 3.5418169498443604, adv 0.013474672489082962, acc 0.24563318777292575
Epoch 18: train loss 3.9549851417541504, test loss 3.5418169498443604, adv 0.02489155749636096, acc 0.24563318777292575
Epoch 19: train loss 3.1946728229522705, test loss 3.5418169498443604, adv 0.01328893740902476, acc 0.24563318777292575
model: 100, 10, 32 begin
Epoch 0: train loss 2.7369985580444336, test loss 2.9298107624053955, adv 0.0010183406113536964, acc 0.28002183406113534
Epoch 1: train loss 2.822345733642578, test loss 2.6850826740264893, adv 0.013341048034934522, acc 0.32792030567685587
Epoch 2: train loss 2.7369706630706787, test loss 2.3141698837280273, adv 0.022689665211062637, acc 0.4156659388646288
Epoch 3: train loss 1.8609435558319092, test loss 2.1859560012817383, adv 0.01438806404657933, acc 0.4280840611353712
Epoch 4: train loss 2.2076947689056396, test loss 2.171304702758789, adv 0.024769432314410422, acc 0.4234443231441048
Epoch 5: train loss 2.1983797550201416, test loss 2.1028354167938232, adv 0.027519432314410452, acc 0.45483078602620086
Epoch 6: train loss 1.6808547973632812, test loss 2.025216817855835, adv 0.013176928675400323, acc 0.4664301310043668
Epoch 7: train loss 2.1000020503997803, test loss 1.999739646911621, adv 0.02440924308588066, acc 0.4778930131004367
Epoch 8: train loss 2.415442943572998, test loss 1.965969443321228, adv 0.031812081513828194, acc 0.47570960698689957
Epoch 9: train loss 1.9637739658355713, test loss 2.000504493713379, adv 0.023466666666666636, acc 0.4885371179039301
Epoch 10: train loss 2.0228750705718994, test loss 1.9892030954360962, adv 0.039857496360989786, acc 0.49945414847161573
Epoch 11: train loss 1.9350426197052002, test loss 2.088322877883911, adv 0.04188609898107709, acc 0.4773471615720524
Epoch 12: train loss 1.3517181873321533, test loss 1.8480371236801147, adv 0.023034934497816573, acc 0.49890829694323147
Epoch 13: train loss 1.5475937128067017, test loss 1.844914436340332, adv 0.01976848617176119, acc 0.4984989082969432
Epoch 14: train loss 1.5871555805206299, test loss 1.8334505558013916, adv 0.023563609898107685, acc 0.5054585152838428
Epoch 15: train loss 1.4495697021484375, test loss 1.9486805200576782, adv 0.03116077147016011, acc 0.4889465065502183
Epoch 16: train loss 2.1752052307128906, test loss 1.9893847703933716, adv 0.05137627365356623, acc 0.49208515283842796
Epoch 17: train loss 1.9217922687530518, test loss 1.8413331508636475, adv 0.03700189228529838, acc 0.506004366812227
Epoch 18: train loss 1.627980351448059, test loss 1.7877886295318604, adv 0.033781804949053806, acc 0.5154203056768559
Epoch 19: train loss 1.7370434999465942, test loss 1.7779017686843872, adv 0.03346397379912658, acc 0.5223799126637555
model: 1000, False, 32 begin
Epoch 0: train loss 2.438570022583008, test loss 2.840236186981201, adv 0.0019572052401746753, acc 0.2908024017467249
Epoch 1: train loss 2.2769885063171387, test loss 2.5552046298980713, adv 0.005394759825327555, acc 0.3333788209606987
Epoch 2: train loss 1.7625045776367188, test loss 2.2200355529785156, adv 0.008320378457059685, acc 0.42549126637554585
Epoch 3: train loss 1.8747378587722778, test loss 2.1325509548187256, adv 0.014529767103347968, acc 0.44268558951965065
Epoch 4: train loss 1.9980401992797852, test loss 2.0152149200439453, adv 0.022024599708879267, acc 0.4718886462882096
Epoch 5: train loss 1.7489207983016968, test loss 2.000865936279297, adv 0.011823216885007315, acc 0.4813045851528384
Epoch 6: train loss 2.032407283782959, test loss 2.008125066757202, adv 0.022753930131004463, acc 0.47925764192139736
Epoch 7: train loss 2.2079010009765625, test loss 2.0121889114379883, adv 0.029374454148471618, acc 0.4733897379912664
Epoch 8: train loss 1.634313702583313, test loss 1.9038277864456177, adv 0.02000334788937408, acc 0.48580786026200873
Epoch 9: train loss 1.3018585443496704, test loss 1.8670170307159424, adv 0.014449636098981034, acc 0.5122816593886463
Epoch 10: train loss 1.9372068643569946, test loss 1.8024698495864868, adv 0.03211608442503633, acc 0.5188318777292577
Epoch 11: train loss 1.5828399658203125, test loss 1.7715944051742554, adv 0.024341994177583648, acc 0.5225163755458515
Epoch 12: train loss 1.6370635032653809, test loss 1.9239975214004517, adv 0.0291732896652111, acc 0.5062772925764192
Epoch 13: train loss 1.4600759744644165, test loss 1.8272324800491333, adv 0.025943085880640426, acc 0.5222434497816594
Epoch 14: train loss 1.3122133016586304, test loss 1.7302519083023071, adv 0.025700436681222683, acc 0.5294759825327511
Epoch 15: train loss 1.763730525970459, test loss 1.8849012851715088, adv 0.0364748180494906, acc 0.5263373362445415
Epoch 16: train loss 1.230315923690796, test loss 1.8257181644439697, adv 0.02796324599708888, acc 0.5107805676855895
Epoch 17: train loss 1.0721771717071533, test loss 1.676587700843811, adv 0.01985152838427945, acc 0.5495360262008734
Epoch 18: train loss 1.7123839855194092, test loss 1.7703289985656738, adv 0.04504650655021836, acc 0.5140556768558951
Epoch 19: train loss 1.7171239852905273, test loss 1.7538244724273682, adv 0.037449563318777246, acc 0.5470796943231441
model: 1000, 2, 32 begin
Epoch 0: train loss 1.8052434921264648, test loss 2.2549805641174316, adv 0.01655458515283842, acc 0.4170305676855895
Epoch 1: train loss 2.6338560581207275, test loss 2.579010009765625, adv 0.02036222707423574, acc 0.35712336244541487
Epoch 2: train loss 2.4071226119995117, test loss 2.694993257522583, adv 0.021046433770014528, acc 0.3415665938864629
Epoch 3: train loss 2.3449084758758545, test loss 2.678666114807129, adv 0.016419650655021822, acc 0.35125545851528384
Epoch 4: train loss 3.2413790225982666, test loss 2.714794158935547, adv 0.014346652110625913, acc 0.3479803493449782
Epoch 5: train loss 2.812091827392578, test loss 2.7505900859832764, adv 0.009741557496360964, acc 0.3402019650655022
Epoch 6: train loss 2.764490842819214, test loss 2.7505900859832764, adv 0.009941775836972422, acc 0.3402019650655022
Epoch 7: train loss 2.6431405544281006, test loss 2.7671868801116943, adv 0.011166302765647784, acc 0.3365174672489083
Epoch 8: train loss 3.2261648178100586, test loss 2.7763705253601074, adv 0.010840538573507974, acc 0.33487991266375544
Epoch 9: train loss 2.277456283569336, test loss 2.793077230453491, adv 0.010651164483260589, acc 0.33365174672489084
Epoch 10: train loss 2.4517099857330322, test loss 2.793077230453491, adv 0.01148165938864626, acc 0.33365174672489084
Epoch 11: train loss 2.34243106842041, test loss 2.793077230453491, adv 0.012807205240174702, acc 0.33365174672489084
Epoch 12: train loss 2.838160514831543, test loss 2.793077230453491, adv 0.010400727802037935, acc 0.33365174672489084
Epoch 13: train loss 3.0561883449554443, test loss 2.807560920715332, adv 0.011558078602620037, acc 0.3305131004366812
Epoch 14: train loss 3.4184839725494385, test loss 2.807560920715332, adv 0.008989519650655087, acc 0.3305131004366812
Epoch 15: train loss 2.9615976810455322, test loss 2.807560920715332, adv 0.01187831149927221, acc 0.3305131004366812
Epoch 16: train loss 2.247088670730591, test loss 2.807560920715332, adv 0.008679403202328961, acc 0.3305131004366812
Epoch 17: train loss 3.1933608055114746, test loss 2.8551220893859863, adv 0.010634570596797732, acc 0.32723799126637554
Epoch 18: train loss 3.0750892162323, test loss 2.8551220893859863, adv 0.011744541484716153, acc 0.32723799126637554
Epoch 19: train loss 2.5244686603546143, test loss 2.8551220893859863, adv 0.009428311499272202, acc 0.32723799126637554
model: 1000, 5, 32 begin
Epoch 0: train loss 2.7798564434051514, test loss 2.5039682388305664, adv 0.028635007278020375, acc 0.36667576419213976
Epoch 1: train loss 1.8865671157836914, test loss 2.1906509399414062, adv 0.01336317321688496, acc 0.42330786026200873
Epoch 2: train loss 2.2615714073181152, test loss 1.950455904006958, adv 0.02789861717612807, acc 0.4855349344978166
Epoch 3: train loss 2.6248154640197754, test loss 1.8602876663208008, adv 0.03306870451237265, acc 0.5079148471615721
Epoch 4: train loss 1.664815902709961, test loss 1.7344448566436768, adv 0.02436928675400285, acc 0.5266102620087336
Epoch 5: train loss 1.1341360807418823, test loss 1.665712594985962, adv 0.019224672489082995, acc 0.537117903930131
Epoch 6: train loss 1.376966118812561, test loss 1.8527995347976685, adv 0.04078486171761281, acc 0.5281113537117904
Epoch 7: train loss 1.4581716060638428, test loss 1.6190521717071533, adv 0.026925473071324646, acc 0.55485807860262
Epoch 8: train loss 1.656930923461914, test loss 1.6306918859481812, adv 0.043457496360989833, acc 0.5589519650655022
Epoch 9: train loss 1.7089431285858154, test loss 1.6607377529144287, adv 0.04268930131004367, acc 0.5397106986899564
